 Category,Number, Course Code, Course Title, Course Description, Credit Hours, Department
Science,3402,STAT 2800,Introduction to Probability 2,"(Lab Required) Joint and conditional distributions, distributions of functions of random variables, laws of total expectation and variance, moments and generating functions. May not be held with the former STAT 3400 or the former STAT 3500. Prerequisite: STAT 2400. Pre- or corequisite: one of MATH 2150, MATH 2151, MATH 2720, MATH 2721, or the former MATH 2750.",3,Statistics Department
Science,3403,STAT 3000,Applied Linear Statistical Models,"Applied linear regression, analysis of variance for designed experiments and related topics. This course is not for use in the Honours or Major degree programs in Statistics. May not be held with STAT 3450, the former STAT 3120, or the former STAT 3470. Prerequisite: one of STAT 1150, STAT 2000, STAT 2001, or STAT 2220.",3,Statistics Department
Science,3404,STAT 3030,Introduction to Stochastic Processes,"Review of conditional probability and expectations, Markov chains, homogeneous and nonhomogeneous Poisson processes. Optional topics include: reliability theory, queuing theory and Brownian motion. May not be held with the former STAT 3050. Prerequisites: [one of STAT 2800, the former STAT 3400, or the former STAT 3500] and [one of MATH 2150, MATH 2151, MATH 2720, MATH 2721, or the former MATH 2750].",3,Statistics Department
Science,3405,STAT 3100,Introduction to Statistical Inference,"(Lab Required) Overview of the most common approaches to inference associated with point estimation, confidence intervals and hypothesis testing, including likelihood, least-squares and moment-based methods, as well as large sample approximations. May not be held with the former STAT 3600 or the former STAT 3800. Prerequisites: STAT 2150 and STAT 2400. Pre- or corequisite: one of MATH 2150, MATH 2151, MATH 2720, MATH 2721, or the former MATH 2750.",3,Statistics Department
Science,3406,STAT 3150,Statistical Computing,"Programming using statistical software, random number generation, principles of Monte Carlo simulation, simulation-based inference, Monte Carlo integration, and other related topics. Prerequisites: STAT 2150 and STAT 2400.",3,Statistics Department
Science,3407,STAT 3170,Statistical Quality Control,"Techniques for quality improvement through the use of statistical process control. Topics will include acceptance sampling, Pareto diagrams, control charts, measurements of process capability and process performance. Prerequisite: one of STAT 1150, STAT 2000, STAT 2001, or STAT 2220.",3,Statistics Department
Science,3408,STAT 3380,Introduction to Nonparametric Statistics,"Parametric versus nonparametric inference, inference using ranks and order statistics, contingency tables, goodness-of-fit tests, applications in the social and physical sciences. Prerequisite: one of STAT 1150, STAT 2000, STAT 2001, or STAT 2220.",3,Statistics Department
Science,3409,STAT 3450,Linear Models,"Least-squares approach to simple and multiple regression, one-way analysis of variance, two-way analysis of variance and related topics. May not be held with STAT 3000, the former STAT 3120, or the former STAT 3470. Prerequisites: STAT 2150 and STAT 2400 and [one of MATH 1220, MATH 1300 (B), or MATH 1301 (B)].",3,Statistics Department
Science,3410,STAT 3490,Time Series Analysis,"Analysis of time series data and related methodologies: autoregressive and moving-average models and their generalizations, trend and seasonal components, exponential smoothing, the Box-Jenkins Methodology. Prerequisite: one of STAT 3450, the former STAT 3120, or the former STAT 3470.",3,Statistics Department
Science,3411,STAT 3550,Nonlinear Regression Models,"Nonlinear multiple regression, logistic regression, Poisson regression and generalizations, over/under dispersion, model selection techniques. May not be held with STAT 4000. Prerequisite: one of STAT 3450, the former STAT 3120, or the former STAT 3470. Pre- or corequisites: [one of STAT 3100, the former STAT 3600, or the former STAT 3800] and STAT 3150.",3,Statistics Department
Science,3412,STAT 3690,Multivariate Analysis,"Multivariate normal distribution, multivariate regression and applications, visualization of multivariate data and dimension reduction, principal component analysis, canonical correlation. May not be held with the former STAT 4690. Prerequisites: [one of STAT 2800, the former STAT 3400, or the former STAT 3500] and [one of STAT 3450, the former STAT 3120, or the former STAT 3470] and [one of MATH 2150, MATH 2151, MATH 2720, MATH 2721, or the former MATH 2750].",3,Statistics Department
Science,3413,STAT 3980,Work Term I,"Work assignment in business, industry, or government for students registered in the Statistics Honours or Major Cooperative Option. Requires submission of a written report covering the work completed during the four-month professional assignment. (Pass/Fail grade only). Prerequisites: STAT 3470 and STAT 3480.",0,Statistics Department
Science,3414,STAT 3990,Work Term II,"Work assignments in business, industry or government for students registered in the Statistics Honours or Major Cooperative program. Requires submission of a written report covering the work completed during the four-month professional assignment. (Pass/Fail). Prerequisite: STAT 3980 (P).",0,Statistics Department
Science,3415,STAT 4000,Applied Statistical Modelling,"Generalizations of linear models, including polynomial regression, analysis of covariance, logistic regression and regression for count data. Other optional topics include: random effects and mixed models, models for dependent data, advanced concepts in designing experiments. This course may not be used in the Honours or Major degree programs in Statistics. May not be held with STAT 3550. Prerequisite: one of STAT 3000, STAT 3450, the former STAT 3120, or the former STAT 3470.",3,Statistics Department
Science,3416,STAT 4100,Statistical Inference,"(Lab required) Rigorous treatment of inferential methods associated with point estimation, confidence intervals and hypothesis testing, including large sample techniques. May not be held with the former STAT 4140. Prerequisites: [one of STAT 2800, the former STAT 3400, or the former STAT 3500] and [one of STAT 3100, the former STAT 3600, or the former STAT 3800].",3,Statistics Department
Science,3417,STAT 4150,Bayesian Analysis and Computing,"(Lab required) Bayesian modelling, prior and posterior distributions, predictive distributions, credible regions, Bayes factors and model uncertainty, Bayesian computational methods. Prerequisites: [one of STAT 2800, the former STAT 3400, or the former STAT 3500] and [one of STAT 3100, the former STAT 3600, or the former STAT 3800] and STAT 3150.",3,Statistics Department
Science,3418,STAT 4170,Lifetime Data Analysis,"Introduction to basic principles and techniques for lifetime data analysis in biostatistics and reliability, with emphasis on theory and applications. Topics to be covered include: censoring, truncation, survival and hazard functions, parametric and nonparametric methods, proportional hazards regression. Prerequisites: [one of STAT 3100, the former STAT 3600, or the former STAT 3800] and [one of STAT 3450, the former STAT 3120, or the former STAT 3470].",3,Statistics Department
Science,3419,STAT 4250,Statistical Learning,"(Lab required) Topics related to the use of Statistics and inferential methods in machine learning, including the lasso and ridge regression, classification and clustering, neural networks, support vector machines, bagging, boosting and ensemble methods. Prerequisites: [one of STAT 3100, the former STAT 3600, or the former STAT 3800] and STAT 3150 and [STAT 3690 or the former STAT 4690].",3,Statistics Department
Science,3420,STAT 4520,Sampling Techniques,"Development of sampling theory for use in sample survey problems. Covered topics include: probability sampling and inclusion probabilities, standard sampling designs, ratio and regression estimators, linearization of estimators. Prerequisites: [STAT 2300 and (one of STAT 3450, the former STAT 3120, or the former STAT 3470)] or the former STAT 3480.",3,Statistics Department
Science,3421,STAT 4530,Design of Experiments,"Construction and analysis of commonly used experimental designs: block designs, Latin square designs, factorial and fractional factorial designs, split-plot designs. Prerequisites: [STAT 2300 and (one of STAT 3450, the former STAT 3120, or the former STAT 3470)] or the former STAT 3480.",3,Statistics Department
Science,3422,STAT 4630,Stochastic Processes,"Continuous time processes, renewal processes, Brownian motion, martingales, and other related processes. Prerequisite: STAT 3030 or the former STAT 3050.",3,Statistics Department
Science,3423,STAT 4700,Statistical Consulting,"The role of a Statistics Consultant. Practical consulting experience. This course is restricted to students in the Honours, Joint Honours, or Major degree programs in Statistics. Students are advised to take this course in their fourth year. Prerequisite: STAT 2300 or the former STAT 3480. Pre- or corequisites: STAT 3550 and [STAT 3690 or the former STAT 4690].",3,Statistics Department
Science,3424,STAT 4900,Advanced Topics in Statistics,Topics of current interest in Statistics that will vary with the needs and interests of students and faculty. This course can be completed as a topics course multiple times under different titles. Prerequisite: consent of Department.,3,Statistics Department
Science,3425,STAT 4910,Advanced Topics in Statistics,(Lab required) Topics of current interest in Statistics that will vary with the needs and interests of students and faculty. This course can be completed as a topics course multiple times under different titles. Prerequisite: consent of Department.,3,Statistics Department
Science,3426,STAT 4950,Honours Thesis in Statistics,"The student will conduct a research project chosen in consultation with a Statistics faculty member, acting as an advisor, and the Department Head (or designate). The student will present the project, the results and conclusions in both a written format (i.e. the thesis) and an oral format (i.e. an oral presentation to be held upon completion of the thesis). Both data oriented and theoretical topics are acceptable. This course will normally be taken in a student's final year. This course is restricted to students in the Honours or Joint Honours degree programs in Statistics. Prerequisite: consent of Department.",6,Statistics Department
